Trait_id	Trait	Category	Category_id
PPTO:0001329	predicted glycemic index	biochemical trait	PPTO:0000004
PPTO:0001330	relative germination energy	abiotic stress trait	PPTO:0000013
PPTO:0001331	relative mean germination time	abiotic stress trait	PPTO:0000013
PPTO:0001332	relative vigor index	abiotic stress trait	PPTO:0000013
PPTO:0001333	relative stress damage rate of panicle length	abiotic stress trait	PPTO:0000013
PPTO:0001334	relative stress damage rate of seed-setting rate	abiotic stress trait	PPTO:0000013
PPTO:0001335	relative total root surface area	abiotic stress trait	PPTO:0000013
PPTO:0001336	relative total root volume	abiotic stress trait	PPTO:0000013
PPTO:0001337	relative chlorophyll fluorescence parameters	abiotic stress trait	PPTO:0000013
PPTO:0001338	relative death rate	abiotic stress trait	PPTO:0000013
PPTO:0001339	relative sodium content	abiotic stress trait	PPTO:0000013
PPTO:0001340	seed storability	biological process trait	PPTO:0000008
PPTO:0001341	shoot thickness	plant morphology trait	PPTO:0000009
PPTO:0001342	stem inner diameter	plant morphology trait	PPTO:0000009
PPTO:0001343	stem wall thickness	plant morphology trait	PPTO:0000009
PPTO:0001344	straighthead disorder severity rate	plant morphology trait	PPTO:0000009
PPTO:0001345	white core rice kernel	plant morphology trait	PPTO:0000009
PPTO:0001346	boll number	yield trait	PPTO:0000010
PPTO:0001347	boll opening days	plant growth and development trait	PPTO:0000006
PPTO:0001348	fiber yield	yield trait	PPTO:0000010
PPTO:0001349	first boll opening	plant growth and development trait	PPTO:0000006
PPTO:0001350	fusarium wilt resistance	biotic stress trait	PPTO:0000007
PPTO:0001351	germination weight	plant growth and development trait	PPTO:0000006
PPTO:0001352	first fruiting branch node height	yield trait	PPTO:0000010
PPTO:0001353	lint weight	plant quality trait	PPTO:0000005
PPTO:0001354	lint yield	plant quality trait	PPTO:0000005
PPTO:0001355	node of the first fruiting branch	yield trait	PPTO:0000010
PPTO:0001356	nodes above white flower	yield trait	PPTO:0000010
PPTO:0001357	number of fruit branches	yield trait	PPTO:0000010
PPTO:0001358	number of open bolls	yield trait	PPTO:0000010
PPTO:0001359	relative boll weight	abiotic stress trait	PPTO:0000013
PPTO:0001360	root to shoot fresh weight ratio	plant morphology trait	PPTO:0000009
PPTO:0001361	root water content	biochemical trait	PPTO:0000004
PPTO:0001362	short fiber content	biochemical trait	PPTO:0000004
PPTO:0001363	total water content	biochemical trait	PPTO:0000004
PPTO:0001364	yield percentage before frost	plant growth and development trait	PPTO:0000006
PPTO:0001365	germination temperature	plant growth and development trait	PPTO:0000006
PPTO:0001366	panicle length to width ratio	plant morphology trait	PPTO:0000009
PPTO:0001367	peduncle recurving	plant morphology trait	PPTO:0000009
PPTO:0001368	dry mass fraction	plant morphology trait	PPTO:0000009
PPTO:0001369	stomatal density	biological process trait	PPTO:0000008
PPTO:0001370	ratio of intracelluar to ambient co2	biological process trait	PPTO:0000008
PPTO:0001371	seed oligosaccharide content	biochemical trait	PPTO:0000004
PPTO:0001372	soyasaponin biosynthesis	biological process trait	PPTO:0000008
PPTO:0001373	phytate content	biochemical trait	PPTO:0000004
PPTO:0001374	resistance to abiotic stress	abiotic stress trait	PPTO:0000013
PPTO:0001375	palmitate content	biochemical trait	PPTO:0000004
PPTO:0001376	pod aroma	plant morphology trait	PPTO:0000009
PPTO:0001378	black point resistance	biotic stress trait	PPTO:0000007
PPTO:0001377	stem color	plant morphology trait	PPTO:0000009
PPTO:0001379	leaf water potential	abiotic stress trait	PPTO:0000013
PPTO:0001380	leaf nitrogen content	biochemical trait	PPTO:0000004
PPTO:0001381	plant volume	plant morphology trait	PPTO:0000009
PPTO:0001382	leaf wet weight	plant morphology trait	PPTO:0000009
PPTO:0001383	legume fruit shattering	plant quality trait	PPTO:0000005
PPTO:0001384	leaflet area	plant morphology trait	PPTO:0000009
PPTO:0001385	leaflet length	plant morphology trait	PPTO:0000009
PPTO:0001386	leaflet width	plant morphology trait	PPTO:0000009
PPTO:0001387	fruit shape	plant morphology trait	PPTO:0000009
PPTO:0001388	carbon isotope discrimination	biochemical trait	PPTO:0000004
PPTO:0001389	shoot growth angle	plant morphology trait	PPTO:0000009
PPTO:0001390	leaf carbon content	biochemical trait	PPTO:0000004
PPTO:0001391	aphid resistance	biotic stress trait	PPTO:0000007
PPTO:0001392	resistance to fusarium wilt	biotic stress trait	PPTO:0000007
PPTO:0001393	level of phenylalanine directly derived glucosinolates	biochemical trait	PPTO:0000004
PPTO:0001394	level of phenylalanine un-directly derived glucosinolates	biochemical trait	PPTO:0000004
PPTO:0001395	seed yield of five pods	yield trait	PPTO:0000010
PPTO:0001396	tipburn resistance	abiotic stress trait	PPTO:0000013
PPTO:0001397	dead plants per pot	abiotic stress trait	PPTO:0000013
PPTO:0001398	fresh leaf biomass	yield trait	PPTO:0000010
PPTO:0001399	relative fresh leaf biomass	yield trait	PPTO:0000010
PPTO:0001400	relative fresh stem biomass	yield trait	PPTO:0000010
PPTO:0001401	relative total above-ground fresh biomass	yield trait	PPTO:0000010
PPTO:0001402	critical soil water content	biological process trait	PPTO:0000008
PPTO:0001403	slope of transpiration rate declining	biological process trait	PPTO:0000008
PPTO:0001404	growth habit change	abiotic stress trait	PPTO:0000013
PPTO:0001405	relative maturity	abiotic stress trait	PPTO:0000013
PPTO:0001406	iron deficiency chlorosis resistance	abiotic stress trait	PPTO:0000013
PPTO:0001407	relative number of branches	plant morphology trait	PPTO:0000009
PPTO:0001408	relative node number of the main stem	plant morphology trait	PPTO:0000009
PPTO:0001409	relative number of pods per plant	plant morphology trait	PPTO:0000009
PPTO:0001410	relative pod length	plant morphology trait	PPTO:0000009
PPTO:0001411	relative number of seeds per pod	plant morphology trait	PPTO:0000009
PPTO:0001412	relative number of seeds per plant	plant morphology trait	PPTO:0000009
PPTO:0001413	relative days of growth period	plant morphology trait	PPTO:0000009
PPTO:0001414	relative days to flowering	plant morphology trait	PPTO:0000009
PPTO:0001415	relative days to pod initiation	plant morphology trait	PPTO:0000009
PPTO:0001416	pod width	plant morphology trait	PPTO:0000009
PPTO:0001417	bruchid resistance	biotic stress trait	PPTO:0000007
PPTO:0001418	days to first flower	plant growth and development trait	PPTO:0000006
PPTO:0001419	hypocotyl and epicotyl length	plant morphology trait	PPTO:0000009
PPTO:0001420	isovitexin content	biochemical trait	PPTO:0000004
PPTO:0001421	main stem diameter	plant morphology trait	PPTO:0000009
PPTO:0001422	node number of main stem	plant morphology trait	PPTO:0000009
PPTO:0001423	fruit color	plant morphology trait	PPTO:0000009
PPTO:0001425	trilobata leaf color	plant morphology trait	PPTO:0000009
PPTO:0001426	vitexin content	biochemical trait	PPTO:0000004
PPTO:0001427	days to 100% flowering	plant growth and development trait	PPTO:0000006
PPTO:0001428	continuous storage root formation and bulking	plant growth and development trait	PPTO:0000006
PPTO:0001429	discontinuous storage root formation and bulking	plant growth and development trait	PPTO:0000006
PPTO:0001430	fusarium root rot resistance	biotic stress trait	PPTO:0000007
PPTO:0001431	tree diameter at breast height	plant morphology trait	PPTO:0000009
PPTO:0001432	leaf circularity	plant morphology trait	PPTO:0000009
PPTO:0001433	leaf stomatal density	plant morphology trait	PPTO:0000009
PPTO:0001434	intermediate wood vessel size	plant morphology trait	PPTO:0000009
PPTO:0001435	wood adenosine content	biochemical trait	PPTO:0000004
PPTO:0001436	leaf carbon to nitrogen ratio	biochemical trait	PPTO:0000004
PPTO:0001437	wood 5-carbon sugars content	biochemical trait	PPTO:0000004
PPTO:0001438	wood 6-carbon sugars content	biochemical trait	PPTO:0000004
PPTO:0001439	leaf δ 15n	biochemical trait	PPTO:0000004
PPTO:0001440	days to bud flush	plant growth and development trait	PPTO:0000006
PPTO:0001441	wood galactonic acid content	biochemical trait	PPTO:0000004
PPTO:0001442	wood galactinol content	biochemical trait	PPTO:0000004
PPTO:0001443	wood 4-hydroxybenzoic acid content	biochemical trait	PPTO:0000004
PPTO:0001444	nitrogen contern per specific leaf area	biochemical trait	PPTO:0000004
PPTO:0001445	wood syringil:guayacil ratio	biochemical trait	PPTO:0000004
PPTO:0001446	wood alpha tocopherol content	biochemical trait	PPTO:0000004
PPTO:0001447	plant volume index	plant morphology trait	PPTO:0000009
PPTO:0001448	adaxial to abaxial stomatal ratio	plant morphology trait	PPTO:0000009
PPTO:0001449	adaxial stomatal pore length	plant morphology trait	PPTO:0000009
PPTO:0001450	adaxial to abaxial stomatal pore ration	plant morphology trait	PPTO:0000009
PPTO:0001451	adaxial stomatal pore index	plant morphology trait	PPTO:0000009
PPTO:0001452	petiole diameter	plant morphology trait	PPTO:0000009
PPTO:0001453	callus formation	plant vigor trait	PPTO:0000011
PPTO:0001454	callus rating	plant vigor trait	PPTO:0000011
PPTO:0001455	bud break	plant vigor trait	PPTO:0000011
PPTO:0001456	adaxial stomata presence	plant morphology trait	PPTO:0000009
PPTO:0001457	adaxial stomata numbers	plant morphology trait	PPTO:0000009
PPTO:0001458	adaxial stomata distribution	plant morphology trait	PPTO:0000009
PPTO:0001459	100% yellowing	plant growth and development trait	PPTO:0000006
PPTO:0001460	25% yellowing	plant growth and development trait	PPTO:0000006
PPTO:0001461	75% yellowing	plant growth and development trait	PPTO:0000006
PPTO:0001462	photosynthetic rate per unit dry mass	plant morphology trait	PPTO:0000009
PPTO:0001463	bole fresh mass	plant morphology trait	PPTO:0000009
PPTO:0001464	bud set	plant growth and development trait	PPTO:0000006
PPTO:0001465	plant height gain	plant growth and development trait	PPTO:0000006
PPTO:0001466	height growth cessation	plant growth and development trait	PPTO:0000006
PPTO:0001467	leaf drop	plant growth and development trait	PPTO:0000006
PPTO:0001468	leaf flush	plant growth and development trait	PPTO:0000006
PPTO:0001469	leaf lifespan	plant growth and development trait	PPTO:0000006
PPTO:0001470	leaves per bud	plant morphology trait	PPTO:0000009
PPTO:0001471	leaf mass per unit area	plant morphology trait	PPTO:0000009
PPTO:0001472	plant volume gain	plant growth and development trait	PPTO:0000006
PPTO:0001473	vein density	plant morphology trait	PPTO:0000009
PPTO:0001474	wood alpha cellulose percentage	biochemical trait	PPTO:0000004
PPTO:0001475	wood arabinose percentage	biochemical trait	PPTO:0000004
PPTO:0001476	average wood density	biochemical trait	PPTO:0000004
PPTO:0001477	cell wall crystallinity	biochemical trait	PPTO:0000004
PPTO:0001478	cellulose fiber length	biochemical trait	PPTO:0000004
PPTO:0001479	wood glucose sugar percentage	biochemical trait	PPTO:0000004
PPTO:0001480	wood hemicellulose percentage	biochemical trait	PPTO:0000004
PPTO:0001481	wood holocellulose percentage	biochemical trait	PPTO:0000004
PPTO:0001482	wood insolubel lignin percentage	biochemical trait	PPTO:0000004
PPTO:0001483	wood mannose percentage	biochemical trait	PPTO:0000004
PPTO:0001484	microfibril angle	biochemical trait	PPTO:0000004
PPTO:0001485	wood soluble lignin percentage	biochemical trait	PPTO:0000004
PPTO:0001486	wood syringyl lignin content	biochemical trait	PPTO:0000004
PPTO:0001487	wood total lignin percentage	biochemical trait	PPTO:0000004
PPTO:0001488	wood xylose percentage	biochemical trait	PPTO:0000004
PPTO:0001489	flower morphology	plant morphology trait	PPTO:0000009
PPTO:0001490	pod harvest index	yield trait	PPTO:0000010
PPTO:0001491	quercetin 3-o-acetylglucoside content	biochemical trait	PPTO:0000004
PPTO:0001492	delphinidin 3-o-glucoside content	biochemical trait	PPTO:0000004
PPTO:0001493	malvidin 3-o-glucoside content	biochemical trait	PPTO:0000004
PPTO:0001494	myricetin 3-o-glucoside content	biochemical trait	PPTO:0000004
PPTO:0001495	quercetin 3-o-glucoside content	biochemical trait	PPTO:0000004
PPTO:0001496	kaempherol 3-o-acetilglucoside_ii content	biochemical trait	PPTO:0000004
PPTO:0001497	kaempferol 3-o-glucoside content	biochemical trait	PPTO:0000004
PPTO:0001498	cyanindin 3-o-glucoside content	biochemical trait	PPTO:0000004
PPTO:0001499	petunidin 3-o-glucoside content	biochemical trait	PPTO:0000004
PPTO:0001500	seed coat color b*	plant morphology trait	PPTO:0000009
PPTO:0001501	seed coat color a*	plant morphology trait	PPTO:0000009
PPTO:0001502	seed coat color l*	plant morphology trait	PPTO:0000009
PPTO:0001503	resistance to white mold	biotic stress trait	PPTO:0000007
PPTO:0001504	ashy stem blight disease severity	biotic stress trait	PPTO:0000007
PPTO:0001505	climbing growth habit	plant morphology trait	PPTO:0000009
PPTO:0001506	seed diameter	plant morphology trait	PPTO:0000009
PPTO:0001507	pod weight	yield trait	PPTO:0000010
PPTO:0001508	days to flower bud initiation	plant growth and development trait	PPTO:0000006
PPTO:0001509	seed magnesium content	biochemical trait	PPTO:0000004
PPTO:0001510	pod suture string length to pod length	plant morphology trait	PPTO:0000009
PPTO:0001511	pod suture string status	plant morphology trait	PPTO:0000009
PPTO:0001512	seed fat content	biochemical trait	PPTO:0000004
PPTO:0001513	seed ash content	biochemical trait	PPTO:0000004
PPTO:0001514	seed fibre content	biochemical trait	PPTO:0000004
PPTO:0001515	seed carbohydrates content	biochemical trait	PPTO:0000004
PPTO:0001516	seed resistant starch content	biochemical trait	PPTO:0000004
PPTO:0001517	seed aspartic acid content	biochemical trait	PPTO:0000004
PPTO:0001518	trypsin inhibitor activity	biochemical trait	PPTO:0000004
PPTO:0001519	tyrosine content	biochemical trait	PPTO:0000004
PPTO:0001520	seed height	plant morphology trait	PPTO:0000009
PPTO:0001521	first pod height	plant morphology trait	PPTO:0000009
PPTO:0001522	seed folate content	biochemical trait	PPTO:0000004
PPTO:0001523	relative average root diameter(cm)	abiotic stress trait	PPTO:0000013
PPTO:0001524	relative number of root forks	abiotic stress trait	PPTO:0000013
PPTO:0001525	relative number of links	abiotic stress trait	PPTO:0000013
PPTO:0001526	full bloom date	plant growth and development trait	PPTO:0000006
PPTO:0001527	main stem number	plant morphology trait	PPTO:0000009
PPTO:0001528	whole grow period	plant growth and development trait	PPTO:0000006
PPTO:0001529	seed circular degree	plant morphology trait	PPTO:0000009
PPTO:0001530	seed wing occurrence	plant morphology trait	PPTO:0000009
PPTO:0001531	seed kaempferol-3-o-rutinoside content	biochemical trait	PPTO:0000004
PPTO:0001532	seed quercetin content	biochemical trait	PPTO:0000004
PPTO:0001533	mature leaf texture	plant morphology trait	PPTO:0000009
PPTO:0001534	mature leaf size	plant morphology trait	PPTO:0000009
PPTO:0001535	leaf catechin content	biochemical trait	PPTO:0000004
PPTO:0001536	leaf epicatechin content	biochemical trait	PPTO:0000004
PPTO:0001537	leaf ppicatechin gallate content	biochemical trait	PPTO:0000004
PPTO:0001538	leaf epigallocatechin content	biochemical trait	PPTO:0000004
PPTO:0001539	leaf epigallocatechin gallate content	biochemical trait	PPTO:0000004
PPTO:0001540	leaf gallocatechin content	biochemical trait	PPTO:0000004
PPTO:0001541	leaf gallocatechin gallate content	biochemical trait	PPTO:0000004
PPTO:0001542	leaf gallic acid content	biochemical trait	PPTO:0000004
PPTO:0001543	geometric mean productivity of grain number per plant	abiotic stress trait	PPTO:0000013
PPTO:0001544	mean productivity index of grain number per plant	abiotic stress trait	PPTO:0000013
PPTO:0001545	tolerance index of hundred grain weight	abiotic stress trait	PPTO:0000013
PPTO:0001546	yield stability index of hundred grain weight	abiotic stress trait	PPTO:0000013
PPTO:0001547	stress susceptibility index of days to 50% flowering	abiotic stress trait	PPTO:0000013
PPTO:0001548	tolerance index of days to 50% flowering	abiotic stress trait	PPTO:0000013
PPTO:0001549	grain carbon to nitrogen ratio	biochemical trait	PPTO:0000004
PPTO:0001550	mean productivity index of grain carbon content	abiotic stress trait	PPTO:0000013
PPTO:0001551	tolerance index of grain carbon content	abiotic stress trait	PPTO:0000013
PPTO:0001552	stress susceptibility index of chlorophyll content	abiotic stress trait	PPTO:0000013
PPTO:0001553	stress susceptibility index of panicle number	abiotic stress trait	PPTO:0000013
PPTO:0001554	yield stability index of panicle number	abiotic stress trait	PPTO:0000013
PPTO:0001555	stress susceptibility index of shoot length	abiotic stress trait	PPTO:0000013
PPTO:0001556	tolerance index of days to panicle emergence	abiotic stress trait	PPTO:0000013
PPTO:0001557	yield stability index of days to panicle emergence	abiotic stress trait	PPTO:0000013
PPTO:0001558	tolerance index of days to maturity	abiotic stress trait	PPTO:0000013
PPTO:0001559	number of fructified panicles per plant	yield trait	PPTO:0000010
PPTO:0001560	leaf attitude	plant morphology trait	PPTO:0000009
PPTO:0001561	root length density	biological process trait	PPTO:0000008
PPTO:0001562	net blotch resistance	biotic stress trait	PPTO:0000007
PPTO:0001563	fruit weight	plant morphology trait	PPTO:0000009
PPTO:0001564	fruit firmness	plant quality trait	PPTO:0000005
PPTO:0001565	fruit color uniformity	plant quality trait	PPTO:0000005
PPTO:0001566	fruit crispness	plant quality trait	PPTO:0000005
PPTO:0001567	fruit juiciness	plant quality trait	PPTO:0000005
PPTO:0001568	soluble solid content	biochemical trait	PPTO:0000004
PPTO:0001569	fruit flesh thickness	plant morphology trait	PPTO:0000009
PPTO:0001570	flesh browning disorder	plant quality trait	PPTO:0000005
PPTO:0001571	fruit flesh color	plant morphology trait	PPTO:0000009
PPTO:0001572	malic acid content	biochemical trait	PPTO:0000004
PPTO:0001573	capsule dehiscence	plant morphology trait	PPTO:0000009
PPTO:0001574	endocarp thickness	plant morphology trait	PPTO:0000009
PPTO:0001575	panicle height	plant morphology trait	PPTO:0000009
PPTO:0001576	ratio of male to female flowers	sterility or fertility trait	PPTO:0000012
PPTO:0001577	low temperature exotherms	abiotic stress trait	PPTO:0000013
PPTO:0001578	berry development period	plant growth and development trait	PPTO:0000006
PPTO:0001579	berry cluster size	yield trait	PPTO:0000010
PPTO:0001580	berry flesh texture	plant quality trait	PPTO:0000005
PPTO:0001581	berry flavor	plant quality trait	PPTO:0000005
PPTO:0001582	late blight resistance	biotic stress trait	PPTO:0000007
PPTO:0001583	potato cyst nematodes resistance	biotic stress trait	PPTO:0000007
PPTO:0001584	tuber bruising	plant quality trait	PPTO:0000005
PPTO:0001585	visual tuber shape	plant morphology trait	PPTO:0000009
PPTO:0001586	tuber length to width ratio	plant morphology trait	PPTO:0000009
PPTO:0001587	tuber eye depth	plant morphology trait	PPTO:0000009
PPTO:0001588	degree of skin russeting texture	plant morphology trait	PPTO:0000009
PPTO:0001589	tuber grading score	plant morphology trait	PPTO:0000009
PPTO:0001590	tuber skin color	plant morphology trait	PPTO:0000009
PPTO:0001591	allantoate content	biochemical trait	PPTO:0000004
PPTO:0001592	allantoin content	biochemical trait	PPTO:0000004
PPTO:0001593	asparagine content	biochemical trait	PPTO:0000004
PPTO:0001594	choline content	biochemical trait	PPTO:0000004
PPTO:0001595	citrate content	biochemical trait	PPTO:0000004
PPTO:0001596	cytidine content	biochemical trait	PPTO:0000004
PPTO:0001597	dehyrdroascorbate content	biochemical trait	PPTO:0000004
PPTO:0001598	fumarate content	biochemical trait	PPTO:0000004
PPTO:0001599	gamma-aminobutyric acid content	biochemical trait	PPTO:0000004
PPTO:0001600	glutamine content	biochemical trait	PPTO:0000004
PPTO:0001601	guanosine content	biochemical trait	PPTO:0000004
PPTO:0001602	lactate content	biochemical trait	PPTO:0000004
PPTO:0001603	malate content	biochemical trait	PPTO:0000004
PPTO:0001604	myo-inositol content	biochemical trait	PPTO:0000004
PPTO:0001605	pyroglutamate content	biochemical trait	PPTO:0000004
PPTO:0001606	quinate content	biochemical trait	PPTO:0000004
PPTO:0001607	uridine content	biochemical trait	PPTO:0000004
PPTO:0001608	α-fructose content	biochemical trait	PPTO:0000004
PPTO:0001609	α-glucose content	biochemical trait	PPTO:0000004
PPTO:0001610	β-fructose content	biochemical trait	PPTO:0000004
PPTO:0001611	β-galactose content	biochemical trait	PPTO:0000004
PPTO:0001612	β-glucose content	biochemical trait	PPTO:0000004
PPTO:0001613	wart disease resistance	abiotic stress trait	PPTO:0000013
PPTO:0001614	phytophthora fruit rot resistance	abiotic stress trait	PPTO:0000013
PPTO:0001615	relative radical length	abiotic stress trait	PPTO:0000013
PPTO:0001616	cotyledon regeneration ability	plant vigor trait	PPTO:0000011
PPTO:0001617	cucumber green mottle mosaic virus resistance	biotic stress trait	PPTO:0000007
PPTO:0001618	cucumber mosaic virus resistance	biotic stress trait	PPTO:0000007
PPTO:0001619	cucumber vein yellowing virus resistance	biotic stress trait	PPTO:0000007
PPTO:0001620	papaya ringspot virus resistance	biotic stress trait	PPTO:0000007
PPTO:0001621	watermelon mosaic virus resistance	biotic stress trait	PPTO:0000007
PPTO:0001622	zucchini yellowing mosaic virus resistance	biotic stress trait	PPTO:0000007
PPTO:0001623	beta-ionone content	biochemical trait	PPTO:0000004
PPTO:0001624	(e)-2-hexenal content	biochemical trait	PPTO:0000004
PPTO:0001625	(e)-2-pentenal content	biochemical trait	PPTO:0000004
PPTO:0001626	(e,e)-2,4-decadienal content	biochemical trait	PPTO:0000004
PPTO:0001627	geranylacetone content	biochemical trait	PPTO:0000004
PPTO:0001628	guaiacol content	biochemical trait	PPTO:0000004
PPTO:0001629	hexanal content	biochemical trait	PPTO:0000004
PPTO:0001630	methylsalicylate content	biochemical trait	PPTO:0000004
PPTO:0001631	phenylacetaldehyde content	biochemical trait	PPTO:0000004
PPTO:0001632	1-penten-3-one content	biochemical trait	PPTO:0000004
PPTO:0001633	2-methyl-1-butanol content	biochemical trait	PPTO:0000004
PPTO:0001634	3-methyl-1-butanol content	biochemical trait	PPTO:0000004
PPTO:0001635	6-methyl-5-hepten-2-one content	biochemical trait	PPTO:0000004
PPTO:0001636	(z)-3-hexen-1-ol content	biochemical trait	PPTO:0000004
PPTO:0001637	(z)-3-hexenal content	biochemical trait	PPTO:0000004
PPTO:0001638	fruit color space’s b value	plant morphology trait	PPTO:0000009
PPTO:0001639	fruit color space’s l value	plant morphology trait	PPTO:0000009
PPTO:0001640	fruit fasciation	plant morphology trait	PPTO:0000009
PPTO:0001641	inflorescence forked type	plant morphology trait	PPTO:0000009
PPTO:0001642	inflorescence uniparous type	plant morphology trait	PPTO:0000009
PPTO:0001643	fruit locule number	plant morphology trait	PPTO:0000009
PPTO:0001644	longitudinal stripes	plant morphology trait	PPTO:0000009
PPTO:0001645	number flowers in second inflorescence	plant morphology trait	PPTO:0000009
PPTO:0001646	petals curvature	plant morphology trait	PPTO:0000009
PPTO:0001647	petal length	plant morphology trait	PPTO:0000009
PPTO:0001648	distal fruit end scar shape	plant morphology trait	PPTO:0000009
PPTO:0001649	ribbing calyx end	plant morphology trait	PPTO:0000009
PPTO:0001650	total inflorescences number	plant morphology trait	PPTO:0000009
PPTO:0001651	fruit hydrotomatidine content	biochemical trait	PPTO:0000004
PPTO:0001652	the timing of the spring bud flush	plant vigor trait	PPTO:0000011
PPTO:0001653	low‐temperature tolerance	abiotic stress trait	PPTO:0000013
PPTO:0001654	oxidative stress tolerance	abiotic stress trait	PPTO:0000013
PPTO:0001655	smut disease resistance	biotic stress trait	PPTO:0000007
PPTO:0001656	osmotic stress tolerance	abiotic stress trait	PPTO:0000013
PPTO:0001657	senescence	plant growth and development trait	PPTO:0000006
PPTO:0001658	heavy metal tolerance	abiotic stress trait	PPTO:0000013
PPTO:0001659	resistance against sugarcane streak mosaic virus	biotic stress trait	PPTO:0000007
PPTO:0001660	biomass saccharification	biological process trait	PPTO:0000008
PPTO:0001661	fiber biosynthesis	biological process trait	PPTO:0000008
PPTO:0001662	sucrose partitioning	biochemical trait	PPTO:0000004
PPTO:0001663	geranial content	biochemical trait	PPTO:0000004
PPTO:0001664	fruit glucose/fructose ratio	biochemical trait	PPTO:0000004
PPTO:0001665	benzaldehyde content	biochemical trait	PPTO:0000004
PPTO:0001666	stalk number	plant morphology trait	PPTO:0000009
PPTO:0001667	phytochrome biosynthesis	biological process trait	PPTO:0000008
PPTO:0001668	pigment content	biochemical trait	PPTO:0000004
PPTO:0001669	inflorescence branching	plant morphology trait	PPTO:0000009
PPTO:0001670	(1,3;1,4)-beta-d-glucan synthesis	biochemical trait	PPTO:0000004
PPTO:0001671	root architecture	plant morphology trait	PPTO:0000009
PPTO:0001672	barley yellow mosaic virus resistance	biotic stress trait	PPTO:0000007
PPTO:0001673	basal host resistance	biotic stress trait	PPTO:0000007
PPTO:0001674	broad spectrum resistance to the fungal pathogen	biotic stress trait	PPTO:0000007
PPTO:0001675	embryo development	plant growth and development trait	PPTO:0000006
PPTO:0001676	immunity to the seed-borne barley leaf stripe pathogen	biotic stress trait	PPTO:0000007
PPTO:0001677	inflorescence architecture	plant morphology trait	PPTO:0000009
PPTO:0001678	lemma width	plant morphology trait	PPTO:0000009
PPTO:0001679	naked grains	plant morphology trait	PPTO:0000009
PPTO:0001680	spike rachis node number	plant morphology trait	PPTO:0000009
PPTO:0001681	sugar and cytokinin transportation	biochemical trait	PPTO:0000004
PPTO:0001682	transport of organic anions	biochemical trait	PPTO:0000004
PPTO:0001683	vitamin e biosynthesis	biochemical trait	PPTO:0000004
PPTO:0001684	waterlogging tolerance	abiotic stress trait	PPTO:0000013
PPTO:0001685	inflorescence density	plant morphology trait	PPTO:0000009
PPTO:0001686	main shaft of ear direction	plant morphology trait	PPTO:0000009
PPTO:0001687	panicle shape	plant morphology trait	PPTO:0000009
PPTO:0001688	leaf droopiness	plant morphology trait	PPTO:0000009
PPTO:0001689	osmotic tolerance	abiotic stress trait	PPTO:0000013
PPTO:0001690	(e)-3,8-dimethyl-1,4,7-nonatriene (dmnt) concentration	biochemical trait	PPTO:0000004
PPTO:0001691	apical dominance and tiller bud dormancy	plant morphology trait	PPTO:0000009
PPTO:0001692	axillary meristem development	plant morphology trait	PPTO:0000009
PPTO:0001693	dimboa-glc content	biochemical trait	PPTO:0000004
PPTO:0001694	dimboa content	biochemical trait	PPTO:0000004
PPTO:0001695	ear size	plant morphology trait	PPTO:0000009
PPTO:0001696	fertility restoration	sterility or fertility trait	PPTO:0000012
PPTO:0001697	kernel morphology	plant morphology trait	PPTO:0000009
PPTO:0001698	seed filling	yield trait	PPTO:0000010
PPTO:0001699	sugary sweet taste	biochemical trait	PPTO:0000004
PPTO:0001700	sugarcane mosaic virus resistance	biotic stress trait	PPTO:0000007
PPTO:0001701	tassel architecture and multiple trait	plant morphology trait	PPTO:0000009
PPTO:0001702	terpenoid concentration	biochemical trait	PPTO:0000004
PPTO:0001703	tocopherol accumulation	biochemical trait	PPTO:0000004
PPTO:0001704	vegetative phase change	plant growth and development trait	PPTO:0000006
PPTO:0001705	yellow endosperm	plant morphology trait	PPTO:0000009
PPTO:0001706	biosynthesis of sorgoleone (allelochemical)	biochemical trait	PPTO:0000004
PPTO:0001707	biosynthesis of terpenes and terpenoids	biochemical trait	PPTO:0000004
PPTO:0001708	grain mould resistance	biotic stress trait	PPTO:0000007
PPTO:0001709	phosphorus deficiency	abiotic stress trait	PPTO:0000013
PPTO:0001710	shoot fly resistance	biotic stress trait	PPTO:0000007
PPTO:0001711	stem juiciness (crop stem texture)	plant morphology trait	PPTO:0000009
PPTO:0001712	chlorophyll degradation	biochemical trait	PPTO:0000004
PPTO:0001713	flavonoid biosynthesis	biochemical trait	PPTO:0000004
PPTO:0001714	inability of the seed coat	plant morphology trait	PPTO:0000009
PPTO:0001715	isoflavone content	biochemical trait	PPTO:0000004
PPTO:0001716	plant architecture	plant morphology trait	PPTO:0000009
PPTO:0001717	seed quality	plant morphology trait	PPTO:0000009
PPTO:0001718	seed size	plant morphology trait	PPTO:0000009
PPTO:0001719	haploid induction rate	biological process trait	PPTO:0000008
PPTO:0001720	leaf architecture	plant morphology trait	PPTO:0000009
PPTO:0001721	dna double-strand break repair during meiosis	biological process trait	PPTO:0000008
PPTO:0001722	(1,3;1,4)-beta-glucan biosynthesis	biochemical trait	PPTO:0000004
PPTO:0001723	nitrate uptake and transport	biological process trait	PPTO:0000008
PPTO:0001724	cane yield new planting	plant morphology trait	PPTO:0000009
PPTO:0001725	cane yield ratoon 1yr	plant morphology trait	PPTO:0000009
